nm0001458	Cloris Leachman	1926	2021
nm0001480	Shelley Long	1949	NAN
nm0001487	John Lynch	1961	NAN
nm0001507	Cheech Marin	1946	NAN
nm0001513	Tim Matheson	1947	NAN
nm0001516	Rue McClanahan	1934	2010
nm0001527	Elizabeth McGovern	1961	NAN
nm0001529	Nancy McKeon	1966	NAN
nm0001533	Meat Loaf	1947	NAN
nm0001535	Dale Midkiff	1959	NAN
nm0001543	Gretchen Mol	1972	NAN
nm0001555	Rob Morrow	1962	NAN
nm0001562	Kathy Najimy	1957	NAN
nm0001564	Bebe Neuwirth	1958	NAN
nm0001575	Tatum O'Neal	1963	NAN
nm0001588	Jack Palance	1919	2006
nm0001595	Michael Paré	1958	NAN
nm0001600	Adrian Paul	1959	NAN
nm0001604	Nia Peeples	1961	NAN
nm0001607	Sydney Penny	1971	NAN
nm0001617	Lou Diamond Phillips	1962	NAN
nm0001632	Teri Polo	1969	NAN
nm0001644	Aidan Quinn	1959	NAN
nm0001652	John Ratzenberger	1947	NAN
nm0001669	Miranda Richardson	1958	NAN
nm0001714	Campbell Scott	1961	NAN
nm0001728	Wallace Shawn	1943	NAN
nm0001732	Cybill Shepherd	1950	NAN
nm0001733	Nicollette Sheridan	1963	NAN
nm0001734	Armin Shimerman	1949	NAN
nm0001737	Martin Short	1950	NAN
nm0001738	Jonathan Silverman	1966	NAN
nm0001746	Ione Skye	1970	NAN
nm0001757	Kevin Sorbo	1958	NAN
nm0001759	Vincent Spano	1962	NAN
nm0001760	Tori Spelling	1973	NAN
nm0001785	Kristy Swanson	1969	NAN
nm0001796	Richard Thomas	1951	NAN
nm0001802	Nancy Travis	1961	NAN
nm0001807	Cicely Tyson	1924	2021
nm0001817	Reginald VelJohnson	1952	NAN
nm0001830	Sophie Ward	1964	NAN
nm0001836	Steven Weber	1961	NAN
nm0001841	George Wendt	1948	NAN
nm0001844	Frank Whaley	1963	NAN
nm0001849	Kathleen Wilhoite	1964	NAN
nm0001851	JoBeth Williams	1948	NAN
nm0001852	Treat Williams	1951	NAN
nm0001857	Henry Winkler	1945	NAN
nm0001860	Alicia Witt	1975	NAN
nm0001879	Daphne Zuniga	1962	NAN
nm0001987	Tantoo Cardinal	1950	NAN
nm0002039	Ruby Dee	1922	2014
nm0002122	Harry Hamlin	1951	NAN
nm0002128	Tess Harper	1950	NAN
nm0002129	Gregory Harrison	1950	NAN
nm0002245	Tzi Ma	NAN	NAN
nm0002326	Al Sapienza	1956	NAN
nm0002347	Kate O'Toole	1960	NAN
nm0002436	Shannon Elizabeth	1973	NAN
nm0002546	Mena Suvari	1979	NAN
nm0002663	Diane Ladd	1935	NAN
nm0002799	Laurie Murdoch	1958	NAN
nm0002902	Andy Thompson	NAN	NAN
nm0002944	Michael Boisvert	1973	NAN
nm0003082	Bailey Chase	1972	NAN
nm0004028	Daniel Bacon	1970	NAN
nm0004700	Tatyana Ali	1979	NAN
nm0004719	Jennifer Aspen	1973	NAN
nm0004729	Michael Beach	1963	NAN
nm0004735	James Van Der Beek	1977	NAN
nm0004738	Catherine Bell	1968	NAN
nm0004743	Gil Bellows	1967	NAN
nm0004748	Julie Benz	1972	NAN
nm0004751	Crystal Bernard	1961	NAN
nm0004761	Rachel Blanchard	1976	NAN
nm0004772	Toni Braxton	1966	NAN
nm0004785	Delta Burke	1956	NAN
nm0004786	Brooke Burns	1978	NAN
nm0004787	Saffron Burrows	1972	NAN
nm0004806	Charisma Carpenter	1970	NAN
nm0004811	Deana Carter	1966	NAN
nm0004814	Jessica Cauffiel	1976	NAN
nm0004827	Eddie Cibrian	1973	NAN
nm0004834	Stephen Collins	1947	NAN
nm0004854	Billy Ray Cyrus	1961	NAN
nm0004861	Josie Davis	1973	NAN
nm0004862	Kristin Davis	1965	NAN
nm0004883	Tate Donovan	1963	NAN
nm0004884	Roma Downey	1960	NAN
nm0004895	David James Elliott	1960	NAN
nm0004899	Ethan Erickson	1973	NAN
nm0004900	Rob Estes	1963	NAN
nm0004920	Frances Fisher	1952	NAN
nm0004921	Joely Fisher	1967	NAN
nm0004922	Schuyler Fisk	1982	NAN
nm0004933	Faith Ford	1964	NAN
nm0004941	Soleil Moon Frye	1976	NAN
nm0004948	Priscilla Garita	1968	NAN
nm0004959	Thomas Gibson	1962	NAN
nm0004963	Peri Gilpin	1961	NAN
nm0004977	Brian Austin Green	1973	NAN
nm0004978	Adrian Grenier	1976	NAN
nm0004984	Deidre Hall	1947	NAN
nm0004997	Melissa Joan Hart	1976	NAN
nm0004998	Lisa Hartman	1956	NAN
nm0005020	Josh Hopkins	1970	NAN
nm0005026	Kelly Hu	1968	NAN
nm0005029	Oliver Hudson	1976	NAN
nm0005057	Amy Jo Johnson	1970	NAN
nm0005064	January Jones	1978	NAN
nm0005072	Naomi Judd	1946	NAN
nm0005078	Stacy Keach	1941	NAN
nm0005085	Jamie Kennedy	1970	NAN
nm0005098	Chris Klein	1979	NAN
nm0005102	Lindsay Hartley	1978	NAN
nm0005113	Eriq La Salle	1962	NAN
nm0005129	Joey Lawrence	1976	NAN
nm0005130	Sharon Lawrence	1961	NAN
nm0005134	Jason Lee	1970	NAN
nm0005165	Chad Lowe	1968	NAN
nm0005176	Wendie Malick	1950	NAN
nm0005179	Camryn Manheim	1961	NAN
nm0005186	Constance Marie	1965	NAN
nm0005192	Kellie Martin	1975	NAN
nm0005202	Eric McCormack	1963	NAN
nm0005211	Danica McKellar	1975	NAN
nm0005230	Michael Michele	1966	NAN
nm0005234	Donna Mills	1940	NAN
nm0005238	Beverley Mitchell	1981	NAN
nm0005246	Esai Morales	1962	NAN
nm0005255	Tamera Mowry-Housley	1978	NAN
nm0005258	Patrick Muldoon	1968	NAN
nm0005265	Kevin Nealon	1953	NAN
nm0005278	Jerry O'Connell	1974	NAN
nm0005288	Marie Osmond	1959	NAN
nm0005299	Sarah Paulson	1974	NAN
nm0005318	Carly Pope	1980	NAN
nm0005336	Sheryl Lee Ralph	1956	NAN
nm0005343	Della Reese	1931	2017
nm0005347	Tim Reid	1944	NAN
nm0005349	Gloria Reuben	1964	NAN
nm0005352	Caroline Rhea	1964	NAN
nm0005359	Patricia Richardson	1951	NAN
nm0005361	LeAnn Rimes	1982	NAN
nm0005368	Doris Roberts	1925	2016
nm0005372	Holly Robinson Peete	1964	NAN
nm0005381	Rebecca Romijn	1972	NAN
nm0005385	Marion Ross	1928	NAN
nm0005388	Brad Rowe	1970	NAN
nm0005393	Kelly Rutherford	1968	NAN
nm0005399	Ben Savage	1980	NAN
nm0005401	Ricky Schroder	1970	NAN
nm0005402	Travis Schuldt	1974	NAN
nm0005412	Jane Seymour	1951	NAN
nm0005417	Lin Shaye	1943	NAN
nm0005424	Grant Show	1962	NAN
nm0005442	Amy Smart	1976	NAN
nm0005443	Jean Smart	1951	NAN
nm0005448	Marla Sokoloff	1980	NAN
nm0005466	Julia Stiles	1981	NAN
nm0005471	Peter Strauss	1947	NAN
nm0005475	David Sutcliffe	1969	NAN
nm0005483	Joe Theismann	1949	NAN
nm0005484	Alan Thicke	1947	2016
nm0005485	Tiffani Thiessen	1974	NAN
nm0005489	Courtney Thorne-Smith	1967	NAN
nm0005492	Charlene Tilton	1958	NAN
nm0005508	Janine Turner	1962	NAN
nm0005529	Lisa Vidal	1965	NAN
nm0005538	Barry Watson	1974	NAN
nm0005543	Victor Webster	1973	NAN
nm0005559	Kelli Williams	1970	NAN
nm0005571	Lisa Zane	1961	NAN
nm0006692	Rachael Crawford	1969	NAN
nm0007155	Lynda Boyd	1965	NAN
nm0007210	Saul Rubinek	1948	NAN
nm0009918	Amy Acker	1976	NAN
nm0011095	Jonathan Adams	1967	NAN
nm0014803	Andrew Airlie	1961	NAN
nm0015865	Zak Santiago	1981	NAN
nm0016687	Ellen Albertini Dow	1913	2015
nm0017524	Jill Adler	NAN	NAN
nm0017698	Sarah Aldrich	1970	NAN
nm0018271	Barbara Niven	1953	NAN
nm0018681	Reese Alexander	NAN	NAN
nm0019172	Kristian Alfonso	1963	NAN
nm0022351	David Alpay	1980	NAN
nm0024404	Lauren Ambrose	1978	NAN
nm0024425	Tangie Ambrose	NAN	NAN
nm0027555	Tori Anderson	1988	NAN
nm0030394	Tom Anniko	NAN	NAN
nm0033042	Julián Arango	1968	NAN
nm0034342	Logan Arens	1996	NAN
nm0036526	Kris Arnold	NAN	NAN
nm0038680	Ashanti	1980	NAN
nm0038690	Lorraine Ashbourne	1961	NAN
nm0039148	Aaron Ashmore	1979	NAN
nm0040470	Ted Atherton	1962	NAN
nm0044489	Candice Azzara	1945	NAN
nm0045584	Steve Bacic	1965	NAN
nm0046420	Giacomo Baessato	NAN	NAN
nm0046646	Tosca Baggoo	NAN	NAN
nm0047248	Eion Bailey	1976	NAN
nm0047453	Rhea Bailey	1983	NAN
nm0047734	Susan Bain	NAN	NAN
nm0048687	Leigh-Allyn Baker	1972	NAN
nm0048844	Ray Baker	1948	NAN
nm0049346	Patrick Baladi	1971	NAN
nm0051394	David Bamber	1954	NAN
nm0051621	Cameron Bancroft	1967	NAN
nm0054111	Allison Barcott	NAN	NAN
nm0059132	Dorie Barton	NAN	NAN
nm0060029	Ben Bass	1968	NAN
nm0064187	Lou Beatty Jr.	NAN	NAN
nm0067768	Jordan Belfi	1978	NAN
nm0068110	Christopher Bell	1982	NAN
nm0068338	Kristen Bell	1980	NAN
nm0068411	Mike Bell	NAN	NAN
nm0070237	Jordy Benattar	1993	NAN
nm0072050	Samantha Bennett	NAN	NAN
nm0072419	Tyrone Benskin	1958	NAN
nm0075788	Julie Berman	1983	NAN
nm0078324	Laura Bertram	1978	NAN
nm0078940	James Best	1926	2015
nm0079374	Angela Bettis	1973	NAN
nm0080524	Mayim Bialik	1975	NAN
nm0081197	Victoria Bidewell	1978	NAN
nm0084105	Kelly Bishop	1944	NAN
nm0084327	Josie Bissett	1970	NAN
nm0084370	Yannick Bisson	1969	NAN
nm0084547	Ryan Bittle	1976	NAN
nm0085153	Alex Black	1989	NAN
nm0085413	Marina Black	NAN	NAN
nm0085664	Josh Blacker	1972	NAN
nm0086883	Jolene Blalock	1975	NAN
nm0088127	Alexis Bledel	1981	NAN
nm0088144	Tempestt Bledsoe	1973	NAN
nm0088298	Corbin Bleu	1989	NAN
nm0088781	Dirk Blocker	1957	NAN
nm0089456	Marc Blucas	1972	NAN
nm0089485	Callum Blue	1977	NAN
nm0090469	Barbora Bobulova	1974	NAN
nm0092677	Katie Boland	1988	NAN
nm0092906	Steve Boles	1955	2018
nm0094039	Samantha Bond	1961	NAN
nm0095017	Hugh Bonneville	1963	NAN
nm0095746	Kristin Booth	1974	NAN
nm0095751	Lindy Booth	1979	NAN
nm0095980	Brad Borbridge	NAN	NAN
nm0097842	Philip Bosco	1930	2018
nm0098014	Tom Bosley	1927	2010
nm0099054	Barbara Bouchet	1943	NAN
nm0099202	Paula Boudreau	NAN	NAN
nm0100792	Andrea Bowen	1990	NAN
nm0101248	Peter Bowles	1936	NAN
nm0101880	Philip Boyd	1975	NAN
nm0104526	Steven Brand	1969	NAN
nm0105226	Jeff Branson	1977	NAN
nm0106319	Jay Brazeau	1953	NAN
nm0106549	Laura Breckenridge	1983	NAN
nm0107289	Gary Brennan	NAN	NAN
nm0108758	Jordan Bridges	1973	NAN
nm0110803	Beth Broderick	1959	NAN
nm0112043	Jason Brooks	1966	NAN
nm0112094	Kix Brooks	1955	NAN
nm0113814	Jefferson Brown	NAN	NAN
nm0114276	Michael Brown	NAN	NAN
nm0114390	Pat Crawford Brown	1929	2019
nm0115092	Victor Browne	1967	NAN
nm0115444	Christy Bruce	NAN	NAN
nm0116465	Dylan Bruno	1972	NAN
nm0117206	Peter Bryant	NAN	NAN
nm0117857	Dan Bucatinsky	1965	NAN
nm0118682	Robert Buckley	1981	NAN
nm0119501	Niall Buggy	1948	NAN
nm0119541	Valerie Buhagiar	1963	NAN
nm0120410	Laura Bell Bundy	1981	NAN
nm0121026	Candace Cameron Bure	1976	NAN
nm0121404	Richard Burgi	1958	NAN
nm0122716	Jere Burns	1954	NAN
nm0122789	Martha Burns	NAN	NAN
nm0123102	Hedy Burress	1973	NAN
nm0125148	Tom Butler	1951	NAN
nm0125579	George Buza	1949	NAN
nm0125847	Steve Byers	1979	NAN
nm0128657	Erin Cahill	1980	NAN
nm0129248	Thomas Calabro	1959	NAN
nm0130191	Eva LaRue	1966	NAN
nm0130536	James Callis	1971	NAN
nm0132257	Bruce Campbell	1958	NAN
nm0134227	Landy Cannon	1971	NAN
nm0134281	Wanda Cannon	1960	NAN
nm0134631	Joanna Canton	1978	NAN
nm0136482	Lorne Cardinal	1964	NAN
nm0139175	Antoni Corone	NAN	NAN
nm0141617	Finn Carter	1960	NAN
nm0141931	Sarah Carter	1980	NAN
nm0142206	Ryan Cartwright	1981	NAN
nm0143261	Sharon Case	1971	NAN
nm0144307	John Cassini	NAN	NAN
nm0146536	Emma Caulfield Ford	1973	NAN
nm0146915	Tom Cavanagh	1963	NAN
nm0146938	Michael Cavanaugh	1942	NAN
nm0147661	Fulvio Cecere	1960	NAN
nm0149942	Garry Chalk	1952	NAN
nm0150255	Kevin Chamberlin	1963	NAN
nm0150376	Lossen Chambers	NAN	NAN
nm0154000	Christine Chatelain	NAN	NAN
nm0154914	Ken Cheeseman	1954	NAN
nm0155693	Kristin Chenoweth	1968	NAN
nm0156910	Hsiao-Kuo Chia	1969	NAN
nm0157915	Nick Chinlund	1961	NAN
nm0159068	Precious Chong	NAN	NAN
nm0159776	Erika Christensen	1982	NAN
nm0160085	Shawn Christian	1965	NAN
nm0160309	Donna Christie	NAN	NAN
nm0160589	Julian Christopher	1944	NAN
nm0164900	Matt Clarke	1980	NAN
nm0166566	Karen Cliche	1976	NAN
nm0167086	Eric Close	1967	NAN
nm0167408	K.C. Clyde	1980	NAN
nm0167626	Conrad Coates	NAN	NAN
nm0167649	Kim Coates	1958	NAN
nm0167850	Bill Cobbs	1934	NAN
nm0168398	Lea Coco	NAN	NAN
nm0170696	Michael Cole	1940	NAN
nm0170912	Monique Coleman	1980	NAN
nm0171059	Jack Coleman	1958	NAN
nm0174021	Scout Taylor-Compton	1989	NAN
nm0174780	Jack Conley	NAN	NAN
nm0174966	Chad Connell	1983	NAN
nm0175262	Billy Connolly	1942	NAN
nm0176175	Mark Consuelos	1971	NAN
nm0177896	Bradley Cooper	1975	NAN
nm0178757	Michael Copon	1982	NAN
nm0179173	John Corbett	1961	NAN
nm0179224	Barry Corbin	1940	NAN
nm0181920	James Cosmo	1948	NAN
nm0183158	Erin Cottrell	1975	NAN
nm0183548	Steve Coulter	1960	NAN
nm0184086	Christopher Cousins	1960	NAN
nm0184965	Christina Cox	1971	NAN
nm0185214	Richard Ian Cox	1973	NAN
nm0186322	Chilton Crane	NAN	NAN
nm0187267	Patrick Creery	NAN	NAN
nm0187724	Wendy Crewson	1956	NAN
nm0187764	Brenda Crichlow	1967	NAN
nm0187811	Missy Crider	1974	NAN
nm0188220	Roark Critchlow	1963	NAN
nm0188709	Neil Crone	1960	NAN
nm0188813	Leigh Rachel Faith	NAN	NAN
nm0189202	Kendall Cross	NAN	NAN
nm0192024	Martin Cummins	1969	NAN
nm0193551	Robert Curtis Brown	1957	NAN
nm0196592	Cameron Daddo	1965	NAN
nm0199325	Lawrence Dane	1937	NAN
nm0199823	Kevin Daniels	1976	NAN
nm0199840	Beau Daniels	NAN	NAN
nm0200451	Linda Dano	1943	NAN
nm0201437	Linda Darlow	NAN	NAN
nm0203221	Amy Davidson	1979	NAN
nm0205127	Matthew Davis	1978	NAN
nm0205626	Viola Davis	1965	NAN
nm0206079	Bruce Dawson	NAN	NAN
nm0206479	Larry Day	1963	NAN
nm0215093	Melinda Deines	NAN	NAN
nm0215293	Mark Deklin	1967	NAN
nm0217645	Nikki Deloach	1979	NAN
nm0217938	Peter DeLuise	1966	NAN
nm0219775	Rhonda Dent	1978	NAN
nm0219835	James Denton	1963	NAN
nm0220881	Jaclyn DeSantis	NAN	NAN
nm0222643	Loretta Devine	1949	NAN
nm0223565	Sonia Dhillon Tully	NAN	NAN
nm0224391	Sergio Di Zio	1972	NAN
nm0227710	Joe Dinicol	1983	NAN
nm0228324	Catherine Disher	1960	NAN
nm0229930	Peter Dobson	1964	NAN
nm0230655	Jason Dohring	1982	NAN
nm0230693	Lexa Doig	1973	NAN
nm0232975	Elisa Donovan	1971	NAN
nm0234540	Michele Dotrice	1948	NAN
nm0235206	Pavel Douglas	1951	NAN
nm0237164	Polly Draper	1955	NAN
nm0237711	Sarah Drew	1980	NAN
nm0237849	Natalie Dreyfuss	1987	NAN
nm0238968	Carmen Du Sautoy	1950	NAN
nm0240043	Anne Dudek	1975	NAN
nm0240380	Haylie Duff	1985	NAN
nm0240564	Julia Duffy	1951	NAN
nm0241232	David Dukes	1945	2000
nm0242750	Roger Dunn	NAN	NAN
nm0242903	Robin Dunne	1976	NAN
nm0242954	Nick Dunning	1959	NAN
nm0243024	Rosemary Dunsmore	1952	NAN
nm0243571	Constanza Duque	NAN	NAN
nm0244954	Simon Dutton	1958	NAN
nm0247720	Jayne Eastwood	1946	NAN
nm0248698	James Eckhouse	1955	NAN
nm0249378	Matthew Edison	1975	NAN
nm0253705	Christine Elise	1965	NAN
nm0254379	Beverley Elliott	1960	NAN
nm0254392	Brennan Elliott	1975	NAN
nm0256121	Ethan Embry	1978	NAN
nm0256599	Linda Emond	1959	NAN
nm0257598	Corri English	1978	NAN
nm0258474	Jake Epstein	1987	NAN
nm0259264	Kaj-Erik Eriksen	1979	NAN
nm0261170	Jennifer Esposito	1973	NAN
nm0261413	Paul Essiembre	NAN	NAN
nm0261435	Susie Essman	1955	NAN
nm0263759	Briana Evigan	1986	NAN
nm0263760	Greg Evigan	1953	NAN
nm0263881	Kayla Ewell	1985	NAN
nm0264579	Patrick Fabian	1964	NAN
nm0265668	Donald Faison	1974	NAN
nm0267511	Sean Faris	1982	NAN
nm0267812	Vera Farmiga	1973	NAN
nm0268297	Nicholas Farrell	1955	NAN
nm0269599	Meagen Fay	1957	NAN
nm0270451	Brendan Fehr	1977	NAN
nm0272399	Colin Ferguson	1972	NAN
nm0274919	Samantha Ferris	1969	NAN
nm0278304	Jennifer Finnigan	1979	NAN
nm0278568	Gerry Fiorini	1963	NAN
nm0279390	Stink Fisher	1970	NAN
nm0279702	Miles Fisher	1983	NAN
nm0279720	Noel Fisher	1984	NAN
nm0280584	Richard Fitzpatrick	NAN	NAN
nm0281284	Barry Flatman	NAN	NAN
nm0283515	Katherine Flynn	1982	NAN
nm0286022	Amanda Foreman	1966	NAN
nm0289213	Rick Fox	1969	NAN
nm0290075	Andrew Francis	1985	NAN
nm0290163	Genie Francis	1962	NAN
nm0290478	Rainbow Sun Francks	1979	NAN
nm0293422	J.E. Freeman	1946	2014
nm0293439	Jennifer Freeman	1985	NAN
nm0298221	Drew Fuller	1980	NAN
nm0301178	Max Gail	1943	NAN
nm0301370	M.C. Gainey	1948	NAN
nm0301925	Vincent Gale	1968	NAN
nm0302446	Megan Gallagher	1960	NAN
nm0303379	Angela Galuppo	NAN	NAN
nm0304000	James Gammon	1940	2010
nm0304580	Robert Gant	1968	NAN
nm0305272	JoAnna Garcia Swisher	1979	NAN
nm0310240	Chris Gauthier	1976	NAN
nm0310248	Dan Gauthier	1963	NAN
nm0310283	Jocelyn Gauthier	NAN	NAN
nm0311619	Ellen Geer	1941	NAN
nm0313232	Carrie Genzel	1971	NAN
nm0314524	Greg Germann	1958	NAN
nm0316933	Debbie Gibson	1970	NAN
nm0317023	Jennifer Gibson	NAN	NAN
nm0317181	Scott Gibson	NAN	NAN
nm0317537	Kathie Lee Gifford	1953	NAN
nm0319164	Andrew Gillies	NAN	NAN
nm0319231	Richard Gilliland	1950	2021
nm0319320	Tammy Gillis	NAN	NAN
nm0319698	Jessalyn Gilsig	1971	NAN
nm0322164	Lola Glaudini	1971	NAN
nm0322181	Karen Glave	NAN	NAN
nm0324790	Joanna Going	1963	NAN
nm0324795	Jesse D. Goins	NAN	NAN
nm0326988	Carlos Gómez	1962	NAN
nm0327764	Nicholas Gonzalez	1976	NAN
nm0328879	Grant Goodeve	1952	NAN
nm0329192	Patrice Goodman	NAN	NAN
nm0329245	Terence Goodman	1950	NAN
nm0329537	Randy J. Goodwin	1967	NAN
nm0332562	Alain Goulem	1966	NAN
nm0334159	Kat Graham	1989	NAN
nm0336125	Ona Grauer	1975	NAN
nm0336335	Peter Graves	1926	2010
nm0336489	Bruce Gray	1936	2017
nm0337020	Jason Gray-Stanford	1970	NAN
nm0339304	Bruce Greenwood	1956	NAN
nm0339797	Dorian Gregory	1971	NAN
nm0341289	Lynne Griffin	1952	NAN
nm0341421	Rhoda Griffis	1965	NAN
nm0341737	Rachel Griffiths	1968	NAN
nm0342241	Scott Grimes	1971	NAN
nm0343447	Michael Gross	1947	NAN
nm0344010	Deborah Grover	NAN	NAN
nm0346885	Jeremy Guilbaut	1980	NAN
nm0354427	Zahf Paroo	1975	NAN
nm0358922	Emily Hampshire	1981	NAN
nm0359322	Kevin Hanchard	NAN	NAN
nm0359623	Taylor Handley	1984	NAN
nm0361959	Matthew Harbour	1990	NAN
nm0363699	Elisabeth Harnois	1979	NAN
nm0364068	Jackée Harry	1956	NAN
nm0364458	Barbara Eve Harris	1959	NAN
nm0365484	BJ Harrison	NAN	NAN
nm0365768	Michelle Harrison	1975	NAN
nm0366106	Margo Harshman	1986	NAN
nm0367762	Ellie Harvie	1965	NAN
nm0371129	Lorey Hayes	NAN	NAN
nm0371660	Dennis Haysbert	1954	NAN
